metric,run_a,run_b,diff
sharpe,0.727318877967929,1.032934640272382,0.305615762304453
annual_return,0.031033897000721122,0.1035808144282937,0.07254691742757258
annual_volatility,0.04266890072677249,0.1002781883672521,0.0576092876404796
max_drawdown,-0.055948995868866036,-0.13103198176423053,-0.0750829858953645
