metric,run_a,run_b,diff
sharpe,1.1143025191188982,1.1143025191188982,0.0
annual_return,0.09234790646390567,0.09234790646390567,0.0
annual_volatility,0.08287507645314043,0.08287507645314043,0.0
max_drawdown,-0.13278409906250918,-0.13278409906250918,0.0
