metric,run_a,run_b,diff
sharpe,0.6263851143159448,1.0075123258483207,0.38112721153237594
annual_return,0.06433982717439468,0.10135615374862406,0.037016326574229375
annual_volatility,0.10904349680661991,0.10060041068309773,-0.008443086123522181
max_drawdown,-0.06652179560282157,-0.13705321519558483,-0.07053141959276327
