metric,run_a,run_b,diff
sharpe,0.4660539853153269,1.0269884210256346,0.5609344357103077
annual_return,0.020455493933566826,0.10350069333235479,0.08304519939878796
annual_volatility,0.04389082505050755,0.10078077923117239,0.05688995418066484
max_drawdown,-0.06794704232497295,-0.1310111057220727,-0.06306406339709975
