metric,run_a,run_b,diff
sharpe,0.6263851143159448,1.0151330111966004,0.3887478968806556
annual_return,0.06433982717439468,0.10195372918181023,0.037613902007415545
annual_volatility,0.10904349680661991,0.10043386241733095,-0.008609634389288967
max_drawdown,-0.06652179560282157,-0.13168214581140666,-0.0651603502085851
