n_states,rf_n_estimators,rf_max_depth,rf_min_samples_leaf,ml_prob_threshold,ml_threshold_used,ml_auto_threshold,ml_target_exposure,train_avg_exposure,test_avg_exposure,train_avg_exposure_raw,test_avg_exposure_raw,rebalance_min_threshold,cost_aware_rebalance,cost_aware_rebalance_multiplier,cost_aware_alpha_lookback,gate_threshold_skips,gate_cost_skips,gate_threshold_skip_ratio,gate_cost_skip_ratio,gate_annualized_turnover_raw,gate_annualized_turnover_gated,gate_annualized_cost_drag_raw,gate_annualized_cost_drag_gated,gate_mean_order_size_raw,gate_mean_order_size_gated,gate_median_order_size_raw,gate_median_order_size_gated,gate_p90_order_size_raw,gate_p90_order_size_gated
2.0,400.0,4.0,20.0,0.55,0.42388239586568477,1.0,0.15,0.1500025373644102,0.12612342843036764,0.1499999999995271,0.12612382759601184,0.001,0.0,1.0,20.0,312.0,0.0,0.06855636123928807,0.0,9.135589359124458,9.133867269276083,0.009135589359124457,0.009133867269276083,0.036252338726684354,0.03624550503680985,0.026018851264918604,0.026017087096459654,0.08358812498572879,0.08358812498572879
