enabled,method,hmm_n_states,bull_state,factor,pre_vol,post_vol,train_raw_scalar_stats,test_raw_scalar_stats,max_scalar,hmm_scalar_floor,hmm_scalar_ceiling,applied_scalar_train_mean
True,hmm_prob_python,2,1,122.21721775028574,0.0008182153205640799,0.09944931074011688,"{'mean': 0.3012729591134304, 'median': 0.30002966449884483, 'p90': 0.3000323059400037, 'max': 1.5}","{'mean': 0.3015774908997444, 'median': 0.30002968011894815, 'p90': 0.3000331249873402, 'max': 1.5}",50.0,0.3,1.5,36.68764921727069
