rf_n_estimators,rf_max_depth,rf_min_samples_leaf,ml_target_exposure,hmm_n_states,ml_threshold_used,train_avg_exposure,test_avg_exposure,train_total_return,train_annualized_return,train_annualized_volatility,train_sharpe_ratio,train_max_drawdown,test_total_return,test_annualized_return,test_annualized_volatility,test_sharpe_ratio,test_max_drawdown
400,6,20,0.2,3,0.3890643993390859,0.20000000000034707,0.17587316960100904,0.08051521779058723,0.007761491248154506,0.0030176760942932147,2.5720093892225253,-0.003452257197413268,0.03004083770129662,0.003684685693930101,0.0031645196281299966,1.1643744160018008,-0.004645425843534654
200,8,80,0.1,3,0.46043957828283055,0.10000000000035852,0.07546982676529644,0.04114089500873219,0.004033435723495238,0.0016674018900004624,2.418994333450179,-0.001743496845204215,0.016324443771353003,0.0020141279119574307,0.0017303052075735383,1.1640304283554148,-0.0023465863758544156
200,8,20,0.1,2,0.464177600714729,0.09999999999979561,0.07864200564580925,0.04773862096734738,0.00466688034014906,0.0025758042461322553,1.811814833039699,-0.002308269762148424,0.016642749156835057,0.0020531183846346224,0.0017638944527532782,1.1639689559825375,-0.002603769266557334
200,8,20,0.2,4,0.3903366884874322,0.1999999999998311,0.17298508218551983,0.07942715165970937,0.007660125724757716,0.0031299548127245586,2.447359844818252,-0.0033986390682980484,0.030788135975929887,0.0037751404693413537,0.0032438208747812168,1.163794369378048,-0.005106900878826544
200,4,20,0.2,3,0.3885753032432786,0.199999999999658,0.1782179074492017,0.07854559583852283,0.007577931475703625,0.0029368417113387123,2.580299594100135,-0.003322761325409118,0.030139161817747118,0.003696590363492014,0.003179459777841425,1.1626473117397558,-0.004681949556691952
200,6,20,0.1,4,0.4629959186495489,0.10000000000060635,0.07827889622176583,0.03822974378642652,0.0037527878217309407,0.0016746540137393736,2.240933226172046,-0.002168321330856753,0.015138047135441202,0.0018687072682848083,0.001609213568738051,1.1612549785733244,-0.002280449305220361
200,6,40,0.1,3,0.46237838302281487,0.1000000000003247,0.07896979560601623,0.03919240767591736,0.003845671198926537,0.0016278669442936573,2.3623989739500484,-0.0018990091039759974,0.01596202754721543,0.001969721108041167,0.001698630157381912,1.1595938641976578,-0.0024727203401609978
200,6,40,0.15,3,0.42660754706787885,0.15000000000054844,0.12646531051695645,0.05955010529293925,0.005791980840993638,0.002311696015594988,2.5055114521633537,-0.002570343302668836,0.02362010796780223,0.002905128054254691,0.002509596350091985,1.1576076982054138,-0.0037366062777509246
200,6,40,0.1,4,0.4627312299179265,0.09999999999971787,0.07701166455270009,0.03733387973028379,0.0036662800105722315,0.001608387467799987,2.279475613912304,-0.0019099828822299921,0.015385254216097488,0.0018990205459934462,0.0016435793301623862,1.1554176370700782,-0.0024146603216451817
400,4,80,0.15,3,0.42295651469460616,0.14999999999971372,0.12519556732651838,0.06229287152038809,0.0060516265793226776,0.0023580168651285613,2.5664051300128157,-0.002418211251488878,0.023833008518153287,0.0029310454206878944,0.0025377664086503357,1.1549705326294066,-0.0037361794695848793
400,6,80,0.1,4,0.4599686512929201,0.09999999999978197,0.07612330389610451,0.04053597352650384,0.003975176798757252,0.0016403527534792205,2.4233670412207515,-0.0016509180494384238,0.016142558375625615,0.0019918432562668897,0.0017250335071506543,1.1546693139641917,-0.0024669342029254773
200,6,80,0.1,4,0.4600446567765083,0.10000000000058397,0.07527312867702948,0.041680910483219646,0.004085417929105661,0.0017025295999188515,2.399616388050103,-0.0017074472016725794,0.016904537966666577,0.0020851779095487633,0.0018068701736381457,1.1540275222708685,-0.002652117815749143
400,6,40,0.2,4,0.38877434781611564,0.20000000000002235,0.1739650384439047,0.07594831431426541,0.007335414844200638,0.0028855675137836813,2.5421047364724885,-0.003203724204227078,0.029857433498649444,0.003662477226489713,0.003181124341155258,1.1513153318488791,-0.005010560909169594
200,6,20,0.15,3,0.42704919799803054,0.14999999999976565,0.12737241609344394,0.06037361321676671,0.005870002246360695,0.002386529343667166,2.45963966960523,-0.0029089715693187993,0.022858082517544176,0.002812324476610728,0.0024466921717285505,1.1494394387275388,-0.003611543321127695
200,8,40,0.15,3,0.4273977854446185,0.1500000000003438,0.12587239064692674,0.05938753832367483,0.0057765723481295606,0.0023604149048552813,2.4472698999855393,-0.0025178123999490217,0.023462616739743813,0.002885952882487386,0.002511414977296425,1.1491342165977512,-0.0037434359312173856
200,4,80,0.15,3,0.4228960564315185,0.1499999999998964,0.12441669713598968,0.06224459957375461,0.006047062103765821,0.002353669425168911,2.569206210142214,-0.0025336517686708458,0.023674878299932756,0.0029117959504967317,0.002534700486270481,1.1487731849458487,-0.003689560108233923
400,6,40,0.2,3,0.3886593480324064,0.1999999999997668,0.17443848227623465,0.08047101850199412,0.007757375381116649,0.0030171398456792014,2.571102361140424,-0.0032474189630635475,0.030603757244465957,0.003752828163479771,0.003269285943368435,1.1479045358795168,-0.004880037917033623
400,6,80,0.15,3,0.42313875559862035,0.15000000000006736,0.12307867217155434,0.06332251635388975,0.006148942803611668,0.0023989462783555538,2.563184869578108,-0.002394133013431709,0.023644120805298874,0.002908051483952123,0.002537772376271648,1.1459071393252644,-0.003641602631342634
200,8,40,0.1,3,0.46503677106334185,0.09999999999998713,0.07849250214828851,0.03844466594920015,0.0037735314743261306,0.0016651460079471754,2.266186542391087,-0.0018062435671129002,0.015519820277298146,0.0019155187257084982,0.0016724166374171292,1.1453597643388758,-0.002379679579347338
200,4,20,0.1,2,0.4575445935459812,0.09999999999975479,0.08068501327139953,0.042706499803939924,0.004184075010759125,0.0020124013369790137,2.079145413926327,-0.0023115461830898374,0.016180215437104017,0.0019964572979700446,0.0017458433301379692,1.1435489448026646,-0.0026652387343211836
400,8,20,0.15,4,0.4293482334535019,0.14999999999954322,0.12421630902713986,0.05834131187405078,0.005677357503351743,0.0023693135755069113,2.396203508915902,-0.002720107607673458,0.022880873286436287,0.002815100937829662,0.0024623543469135447,1.143255819926271,-0.003782241320479766
400,6,40,0.1,4,0.4626722768797027,0.09999999999998635,0.07810399710759175,0.03703872551169307,0.003637764143654465,0.0016070836309362803,2.2635811065632714,-0.0019075967621027018,0.014807520090769133,0.0018281669436035486,0.001599641635242767,1.1428603152893677,-0.002553879761946902
200,6,20,0.1,3,0.4623981487310357,0.10000000000022162,0.07939619129704652,0.04025357690100506,0.003947969237009907,0.0017278966589640069,2.2848410618358317,-0.002269937864702408,0.01550834340424867,0.001914111703292587,0.0016764602815969177,1.1417578598815914,-0.0023505597653498433
400,4,80,0.2,4,0.38411014804502885,0.20000000000052479,0.17195762996154182,0.08346771520884322,0.008036087162673011,0.0031138052622695393,2.5807931086916462,-0.0030692368903023574,0.031040469123901904,0.0038056705093441057,0.0033382201452163236,1.1400298194226763,-0.00486906299503003
200,8,80,0.1,4,0.46068464471361037,0.09999999999948585,0.07406689697863483,0.041063671928475154,0.004026000201210023,0.001698394186651429,2.370474553464956,-0.0016699927573079112,0.01667897453684919,0.002057555095636543,0.0018055485847181332,1.1395733756772604,-0.0027199111846041906
400,8,40,0.15,3,0.42719109263424815,0.1499999999994198,0.1261615293704162,0.0596364055775791,0.005800159727236798,0.0023836614935076063,2.4332984121422983,-0.0026478084737035245,0.023313374034061862,0.002867779615793653,0.0025169694161915426,1.1393780144269396,-0.003708534626641889
200,6,80,0.15,3,0.42311629717033616,0.15000000000059105,0.12245824240061756,0.06337009168266694,0.0061534373048852675,0.002403740732789965,2.559942185504806,-0.00243432848169326,0.023545129465716297,0.002895999451194564,0.0025443242538026522,1.1382194886781083,-0.0035775067105648217
400,8,80,0.15,3,0.42329647741061305,0.15000000000032462,0.1224252498560365,0.06350320233113327,0.006166011473982991,0.00240962251846079,2.558911790848341,-0.0023712120389423347,0.023787309952690405,0.002925482721271022,0.0025738316280369917,1.1366255233650335,-0.0036352580731654907
200,6,40,0.2,3,0.38849644566363173,0.19999999999967893,0.17472711407562178,0.07972615124428661,0.007687990039854542,0.0029886596854022678,2.572387240141647,-0.0032652370992981784,0.030600931984716917,0.003752486241866304,0.003305744405150239,1.1351410701989109,-0.004919851052635224
200,4,80,0.2,4,0.3839622601335667,0.20000000000029733,0.17146345491511059,0.08395844953442255,0.008081662429049619,0.0031815988723667573,2.540126129425535,-0.0031265545485575173,0.031075634071067615,0.0038099246319891478,0.003356814047794951,1.134982330788278,-0.004973499145355759
400,8,20,0.2,4,0.39011819491103783,0.20000000000048976,0.17304214246233665,0.0801582446905551,0.007728245344811313,0.003060495087545926,2.5251618198179324,-0.003357186388161586,0.030136816843055803,0.003696306455424292,0.003258139391161023,1.134483830081662,-0.005000503611045639
400,8,80,0.1,4,0.46078533824585055,0.09999999999951714,0.07493852904888888,0.04037880095977697,0.003960034795386536,0.0016486833008443967,2.4019378332748,-0.0016666052350718908,0.015822480969407193,0.0019526187882301649,0.001722703400759227,1.133461968769325,-0.002485594515890786
200,6,20,0.2,3,0.38911724640726786,0.19999999999992654,0.17603461902316775,0.08074655965346889,0.00778303148346815,0.0030556553969043757,2.547090712962262,-0.0035121639727032903,0.029844593582674994,0.0036609223076606856,0.0032304049932567348,1.133270384147693,-0.004798308222444626
200,8,20,0.1,4,0.46876208624816174,0.10000000000038596,0.07578868344168165,0.03554799606046277,0.003493627903890628,0.0017297004216395382,2.0197878546963115,-0.0021237637585682393,0.015282802180242916,0.0018864583527120615,0.0016652271284226298,1.1328534831755899,-0.002407626275188149
200,8,40,0.2,3,0.3884819206850717,0.2000000000003627,0.1745340475757413,0.08062142571225683,0.0077713807805954715,0.003055443150361945,2.5434545491952227,-0.0031610930108607765,0.030644847930196395,0.0037578009917043076,0.003318826265437755,1.1322680644172411,-0.0049511797485523625
400,6,80,0.15,4,0.42306300514853323,0.15000000000032185,0.1219617509548786,0.06245436403354798,0.006066895553835661,0.0023675826718880513,2.5624851988790565,-0.002353429842759241,0.02369897274769639,0.0029147291782463114,0.002577197356210956,1.130968558237077,-0.003764236613476442
200,8,40,0.2,4,0.38932917260027344,0.19999999999989357,0.17212008420103325,0.0775267057236031,0.0074828571174199165,0.002946822946894329,2.5392964736161487,-0.0032515525880703927,0.03034745269134742,0.0037218060580568313,0.003292097263588823,1.1305273690484978,-0.004914641660739417
200,6,80,0.15,4,0.42298774446509013,0.1500000000002961,0.12096986724053634,0.06403503998292903,0.006216236871398051,0.002453223251591711,2.5339059000703688,-0.002436059483963255,0.024420155399981436,0.003002497071444399,0.0026560388926679984,1.1304416813070015,-0.00394265763031512
200,8,80,0.15,3,0.42330071761140964,0.1500000000004161,0.12123213741332815,0.06333009733066453,0.0061496590001663964,0.002417701347680216,2.5435974571743496,-0.0024447321968812906,0.0238329678216469,0.002931040466965351,0.002594509574373275,1.129708865180568,-0.0036547155987055437
400,8,40,0.15,4,0.42805417383316136,0.14999999999945976,0.12436950091639333,0.057387375223221904,0.005586817626885843,0.002294470647780778,2.4349048144457357,-0.002557363484629154,0.022350015782327537,0.002750415716102461,0.0024386832031017196,1.1278282118006366,-0.0038920634349234135
400,8,40,0.2,3,0.38846482861496956,0.2000000000005489,0.1747118439048843,0.0814472495735834,0.007848247391392116,0.00310611248337334,2.5267106176620695,-0.003279644367325032,0.030425212112699107,0.0037312184697952944,0.0033161504563146644,1.1251656156584364,-0.004913691819832411
200,8,80,0.15,4,0.4231217835881671,0.14999999999947003,0.11969510933123338,0.06375660260963945,0.006189944772047706,0.0024503994153045145,2.526096249202081,-0.002383830761739289,0.024316522719162625,0.0029898883090466732,0.0026587650043494895,1.1245402674382645,-0.004028383128371823
200,8,40,0.15,4,0.42844761163339184,0.15000000000034078,0.12351020673263595,0.05704936783110415,0.00555471908305516,0.0022922270064189626,2.423284896085852,-0.002609994818265155,0.022824352315963248,0.0028082152311952324,0.0024999949052033604,1.1232883816484418,-0.0036886801672638895
400,8,40,0.2,4,0.38910351523011744,0.19999999999950582,0.1730308807669019,0.07744761222423047,0.007475473384970011,0.0029392169922351666,2.5433553918335194,-0.0031993206203652573,0.02956516780878271,0.0036270795318544824,0.003237136681499761,1.1204591862256683,-0.005098996837241163
400,4,80,0.2,3,0.38413853144876164,0.20000000000045703,0.17337717009403922,0.08385582524753588,0.00807213308671706,0.003159175508095587,2.5551391703410298,-0.003128833799963067,0.030683696787022097,0.003762502352298469,0.003358116470287957,1.1204204456838973,-0.004934224717714491
400,8,80,0.15,4,0.42328666754679045,0.14999999999959499,0.12065914675716577,0.06267025560609252,0.006087304648416891,0.002382812068489768,2.5546725773783074,-0.002379648618312711,0.023515208996044645,0.0028923564823379877,0.002583482356633316,1.1195572808583774,-0.003808430473102638
200,4,80,0.2,3,0.38403188643634156,0.20000000000002555,0.17268021303298928,0.08383599171130851,0.00807029131833037,0.00314775654881253,2.563823216053615,-0.0032394959931676555,0.030551947465850438,0.0037465578544240152,0.0033555086930769497,1.1165394570885405,-0.004890621547216684
400,6,80,0.2,3,0.38420802109668317,0.20000000000050203,0.17148369810927927,0.08490727685733246,0.008169728863668624,0.0032075266425398365,2.547049416618262,-0.0030410975271346337,0.03054139939608791,0.003745281234228015,0.003358639730765409,1.11511848083048,-0.004848454679649076
400,8,40,0.1,3,0.46470609646182304,0.10000000000039852,0.07865592177504688,0.03868226156356158,0.003796459004376862,0.0016927104972580263,2.2428282984755152,-0.0019482104336328622,0.0151793834989018,0.0018737765079044344,0.0016865660583245895,1.1110009588155811,-0.002346226382517543
200,6,80,0.2,3,0.3840900198841427,0.19999999999984397,0.1709288031085507,0.08500237254640375,0.008178551450031435,0.0032047372794818158,2.5520193191480116,-0.0031495409180834484,0.0304802885398483,0.003737884835600669,0.0033655732783905933,1.110623518317246,-0.004791218298285757
400,8,20,0.2,3,0.389333442776542,0.20000000000021748,0.1756816792842224,0.08198697561570967,0.007898455843776464,0.0031168416760392393,2.534121609222549,-0.00332085865283359,0.028775871454771007,0.0035314400867221263,0.0031825802386686065,1.109615413247039,-0.004933304703834059
400,8,80,0.2,3,0.38425886941115994,0.1999999999999913,0.17085743202395973,0.08513883709431291,0.008191210852686925,0.0032158261496710973,2.5471559939658714,-0.003021468328966885,0.03070372392892695,0.0037649259103751387,0.0033945867757078957,1.1090969708942007,-0.004846542999933571
400,8,20,0.15,3,0.4280618993931693,0.14999999999943955,0.12682116882651415,0.06026438618704777,0.005859656915278677,0.0024190341298300404,2.422312625944791,-0.0026908576816498755,0.021538207021428724,0.0026514395521708423,0.002391734639102819,1.1085843340737178,-0.003728849207817466
200,6,80,0.2,4,0.38378278128332544,0.1999999999996829,0.16909470940236998,0.08573543326931343,0.008246538450354723,0.0032524092068674086,2.5355168817448597,-0.0031541365495750743,0.03136330753633554,0.003844721512013205,0.0034695370499246547,1.1081367504338073,-0.005140395603484056
400,6,80,0.2,4,0.38390367951636095,0.20000000000004034,0.17029118993414466,0.08419371935985143,0.008103505720393533,0.003160963971117439,2.5636185019625026,-0.003031035189929062,0.030668457734799315,0.0037606581909293,0.003395927171493351,1.1074024856886313,-0.0049693770890031136
200,8,80,0.2,3,0.3841300303082881,0.19999999999988205,0.1697009850589493,0.08503670276189257,0.008181736295031605,0.003213663436302246,2.5459219539323628,-0.0031458041067421957,0.030783908011845273,0.0037746288679887385,0.003415667253188448,1.1050926768306275,-0.004868070191466766
200,8,80,0.2,4,0.38372881606702314,0.1999999999995197,0.16787922287224372,0.08557334858795107,0.008231509623804145,0.003250528829876953,2.5323601341864563,-0.00305754831856405,0.031303213427998466,0.00383745325243412,0.003472578555844811,1.1050731295841172,-0.005235280490041495
400,8,20,0.1,4,0.4683544790607721,0.10000000000046975,0.07578685536153745,0.03754933522772208,0.00368709129792677,0.0017270315649953393,2.1349298835407913,-0.0019947857241527376,0.014717323871265897,0.0018171020462731668,0.0016492739545274648,1.1017587716613075,-0.0023075939921618853
400,8,80,0.2,4,0.38392580988386715,0.2000000000004856,0.16900852265326663,0.0845121866972478,0.008133066570284564,0.0031779868804289145,2.55918821451739,-0.003034388700578167,0.030540740111391074,0.0037452014414141033,0.00340378407202131,1.1003052373971671,-0.005017047923629769
400,8,40,0.1,4,0.4660238318001847,0.09999999999954687,0.0766662122035195,0.03724677850058433,0.0036578656201136095,0.0016418883809890237,2.2278406147866288,-0.0018410671464914139,0.01405334225564503,0.0017356210222119195,0.001621012653833358,1.0707017111233132,-0.00249607878500295
400,8,20,0.1,3,0.46605024968340325,0.1000000000003164,0.07850174493291708,0.039833580677616665,0.0039074923136137585,0.001751509090687673,2.230928936874435,-0.001988668175799344,0.013760676031187469,0.0016996914206286462,0.001594664177419506,1.0658616683664994,-0.002327578817916237
200,8,40,0.1,4,0.4667225443795451,0.09999999999999193,0.0759529789501221,0.03682139466394885,0.00361676239041131,0.0016382003420315494,2.2077656179256593,-0.0018908084962058797,0.014370420386651483,0.0017745373401107933,0.0016743097207145947,1.0598620542879136,-0.0022573741531914013
200,8,20,0.2,3,0.38929925315926983,0.19999999999962426,0.1760353565299879,0.081573437386246,0.007859988134895302,0.003136594843176361,2.5058984433372538,-0.0034363889405163695,0.028020939235116504,0.0034399044194548534,0.0032553735711654823,1.0566849992037337,-0.005175268544521017
200,8,20,0.15,3,0.4281840557073975,0.14999999999948865,0.12687947903969285,0.06020792542926734,0.005854308913809003,0.0024592413968412435,2.380534469421559,-0.002811635558722885,0.020723395973981873,0.002552028059163547,0.0024629285901945153,1.036176229113486,-0.003982321570793786
200,8,20,0.1,3,0.46623107318103385,0.09999999999988962,0.07895538884712722,0.03989838904460785,0.003913739147295425,0.0017932718988946624,2.1824571888444675,-0.0021147894141528363,0.012954273387519644,0.001600645190859007,0.0016570492110773694,0.9659611676941748,-0.002606999727769115
