rf_n_estimators,rf_max_depth,rf_min_samples_leaf,ml_target_exposure,hmm_n_states,ml_threshold_used,train_avg_exposure,test_avg_exposure,train_total_return,train_annualized_return,train_annualized_volatility,train_sharpe_ratio,train_max_drawdown,test_total_return,test_annualized_return,test_annualized_volatility,test_sharpe_ratio,test_max_drawdown
200,6,80,0.15,2,0.4215833373468103,0.1499999999997018,0.12293101458446387,0.0662586729132022,0.00642598666264993,0.0027666632973587678,2.32264861025358,-0.0025598044754291316,0.024944199214120166,0.0030662392393441262,0.002514609258397001,1.2193700588292493,-0.0033422007474730427
400,6,80,0.15,2,0.42197865467535856,0.1499999999998695,0.12363086700370754,0.0666602865529855,0.006463827897234875,0.002799075800236992,2.3092721878727245,-0.002484816537803056,0.02540875577696511,0.0031227218036113946,0.0025610098937980676,1.2193321904665853,-0.0034185741712280194
400,4,20,0.15,3,0.42672601510309516,0.149999999999703,0.12992681771326453,0.05868176859184615,0.005709653087939248,0.002250815948132121,2.5367036752505254,-0.00272454103416614,0.023787481368932717,0.002925503587475342,0.0024006737026378284,1.2186177506176028,-0.0035192795628919394
400,4,80,0.15,2,0.4214930491832001,0.1500000000003567,0.1253199057837175,0.06636765833817027,0.006436256862603962,0.002787585958982329,2.30889987154106,-0.0025073049523623736,0.025096814171448933,0.0030847972221201836,0.002531932293259736,1.2183569167043806,-0.0035620344620012185
200,8,20,0.15,2,0.42584598236967386,0.14999999999942681,0.12686832586666538,0.06913235728230549,0.006696471730738951,0.003375317470883151,1.9839531506311376,-0.002997165671058885,0.025061835613824357,0.003080544042340927,0.0025289690198691634,1.218102720174998,-0.003923596627716652
400,4,40,0.15,4,0.4265073384723018,0.14999999999966038,0.1264362019420358,0.057521855098946695,0.0055995858093853546,0.0022768453001170545,2.4593615600925873,-0.002757894683223734,0.024050613301146884,0.0029575305782547634,0.002428701237152476,1.217741619682424,-0.0038040313337180977
200,6,40,0.1,2,0.45998914118897116,0.0999999999999336,0.07964760969463293,0.04510038812617245,0.004414016841379098,0.0020358585259213904,2.168135351832171,-0.002238837026316144,0.018011157722296334,0.002220618429448873,0.0018244512974591365,1.2171431665736803,-0.0022752787128938142
200,4,80,0.15,2,0.42123957623999564,0.1500000000004801,0.12551495963679915,0.06616256757817163,0.006416929429002627,0.0027445633117660654,2.3380511578993146,-0.002546987208107994,0.024954830659728033,0.003067532101820314,0.0025204295591121383,1.21706718235002,-0.0034742969744316274
200,8,20,0.2,2,0.38688309019636113,0.19999999999967044,0.17566794192946455,0.0899948792244234,0.008640760961897698,0.004126249180388558,2.094095771764327,-0.0036088363435741264,0.032603163415003245,0.00399459684592629,0.0032847236073521072,1.2161135375242207,-0.00515197125513901
200,8,80,0.1,2,0.45778367699965206,0.09999999999954969,0.07605068285893288,0.045644644423200154,0.004466228517689297,0.0019743347858216793,2.2621434570077437,-0.0019029317000146407,0.017204793252378447,0.002121939268936446,0.001745756387991144,1.2154841783956916,-0.0021075901320373796
