datetime,portfolio_return_ml
2018-02-23 00:00:00+00:00,0.00010652629441704667
2018-02-25 00:00:00+00:00,1.957666235887008e-06
2018-02-26 00:00:00+00:00,0.00020183593330188194
2018-02-27 00:00:00+00:00,-0.00023716842256768302
2018-02-28 00:00:00+00:00,-8.046041088724777e-05
2018-03-01 00:00:00+00:00,-9.255779832359903e-05
2018-03-02 00:00:00+00:00,-4.9023060819403924e-05
2018-03-04 00:00:00+00:00,1.533013367231386e-06
2018-03-05 00:00:00+00:00,4.018039971684699e-05
2018-03-06 00:00:00+00:00,5.963899556515543e-05
2018-03-07 00:00:00+00:00,-1.272222206427067e-05
2018-03-08 00:00:00+00:00,0.00010870709907907006
2018-03-09 00:00:00+00:00,0.00010223363285819656
2018-03-11 00:00:00+00:00,-2.5667427516763313e-06
2018-03-12 00:00:00+00:00,7.939919685996812e-05
2018-03-13 00:00:00+00:00,-0.00010182698756700307
2018-03-14 00:00:00+00:00,-6.701898446788712e-05
2018-03-15 00:00:00+00:00,1.3122034405331227e-05
2018-03-16 00:00:00+00:00,-2.715497408803411e-05
2018-03-18 00:00:00+00:00,1.1022862006243113e-06
2018-03-19 00:00:00+00:00,-0.00011973379692111695
2018-03-20 00:00:00+00:00,9.115124213497999e-05
2018-03-21 00:00:00+00:00,-3.567753076934545e-05
2018-03-22 00:00:00+00:00,-0.00011084756515756882
2018-03-23 00:00:00+00:00,-0.0003046948467558775
2018-03-25 00:00:00+00:00,6.949030469956942e-07
2018-03-26 00:00:00+00:00,6.267626419955973e-05
2018-03-27 00:00:00+00:00,-9.6196656244862e-05
2018-03-28 00:00:00+00:00,-6.420279342953111e-05
2018-03-29 00:00:00+00:00,6.719898004991393e-05
2018-03-30 00:00:00+00:00,-3.2499572052677974e-06
2018-04-01 00:00:00+00:00,3.1415492950995e-06
2018-04-02 00:00:00+00:00,-0.00010796190497833754
2018-04-03 00:00:00+00:00,0.00010562309809348773
2018-04-04 00:00:00+00:00,5.2614006614307316e-05
2018-04-05 00:00:00+00:00,6.465653165746205e-05
2018-04-06 00:00:00+00:00,-0.00011809652353760361
2018-04-08 00:00:00+00:00,6.734007824789231e-07
2018-04-09 00:00:00+00:00,8.03961818587079e-06
2018-04-10 00:00:00+00:00,0.0001263444297381885
2018-04-11 00:00:00+00:00,-3.596149537797726e-05
2018-04-12 00:00:00+00:00,5.653772728415023e-05
2018-04-13 00:00:00+00:00,-5.2750063477690926e-05
2018-04-15 00:00:00+00:00,1.0158531924275589e-06
2018-04-16 00:00:00+00:00,4.756284296490151e-05
2018-04-17 00:00:00+00:00,0.00016957570026740834
2018-04-18 00:00:00+00:00,0.00010899560536493137
2018-04-19 00:00:00+00:00,-9.385879977241176e-05
2018-04-20 00:00:00+00:00,-0.00011369271310525624
2018-04-22 00:00:00+00:00,7.14132316088822e-06
2018-04-23 00:00:00+00:00,5.714684104543347e-05
2018-04-24 00:00:00+00:00,-3.26621900647279e-05
2018-04-25 00:00:00+00:00,8.495093033558466e-05
2018-04-26 00:00:00+00:00,0.0001574939193921484
2018-04-27 00:00:00+00:00,8.334998649139719e-05
2018-04-29 00:00:00+00:00,2.809598843391723e-06
2018-04-30 00:00:00+00:00,-3.070769617886705e-05
2018-05-01 00:00:00+00:00,3.929979571064426e-05
2018-05-02 00:00:00+00:00,-0.00012545770509245452
2018-05-03 00:00:00+00:00,3.686432995072648e-05
2018-05-04 00:00:00+00:00,7.6259734905928e-05
2018-05-06 00:00:00+00:00,-1.588649450894787e-07
2018-05-07 00:00:00+00:00,6.75358485526337e-06
2018-05-08 00:00:00+00:00,3.0040153871028936e-05
2018-05-09 00:00:00+00:00,2.8517744743135656e-05
2018-05-10 00:00:00+00:00,5.5395943685674885e-05
2018-05-11 00:00:00+00:00,2.761769060571079e-05
2018-05-13 00:00:00+00:00,-2.0419103476978372e-06
2018-05-14 00:00:00+00:00,-5.325334690507249e-07
2018-05-15 00:00:00+00:00,1.6646762676886502e-05
2018-05-16 00:00:00+00:00,6.697698273288822e-05
2018-05-17 00:00:00+00:00,3.153324110751492e-05
2018-05-18 00:00:00+00:00,4.8329053147818047e-05
2018-05-20 00:00:00+00:00,2.36555673613078e-06
2018-05-21 00:00:00+00:00,6.23519394971947e-05
2018-05-22 00:00:00+00:00,-3.0010062295702633e-05
2018-05-23 00:00:00+00:00,0.00012917616953315235
2018-05-24 00:00:00+00:00,3.3719272759628753e-05
2018-05-25 00:00:00+00:00,7.684593535905169e-05
2018-05-27 00:00:00+00:00,-6.6137397015957045e-06
2018-05-28 00:00:00+00:00,1.8596846482654798e-06
2018-05-29 00:00:00+00:00,2.2538422643246545e-05
2018-05-30 00:00:00+00:00,1.7317633809912435e-06
2018-05-31 00:00:00+00:00,-2.1774120960759216e-05
2018-06-01 00:00:00+00:00,2.2897206332499237e-05
2018-06-03 00:00:00+00:00,-2.434035303850839e-06
2018-06-04 00:00:00+00:00,3.9518792890708903e-05
2018-06-05 00:00:00+00:00,-6.4693533811934204e-06
2018-06-06 00:00:00+00:00,-1.3130900257129623e-05
2018-06-07 00:00:00+00:00,1.2879475017981948e-05
2018-06-08 00:00:00+00:00,2.9905206108618857e-06
2018-06-10 00:00:00+00:00,-2.656128252551626e-06
2018-06-11 00:00:00+00:00,2.2382850378927828e-05
2018-06-12 00:00:00+00:00,-2.933909101439244e-06
2018-06-13 00:00:00+00:00,-4.156743347585418e-05
2018-06-14 00:00:00+00:00,3.6233387258478333e-05
2018-06-15 00:00:00+00:00,-2.8509853006956828e-05
2018-06-17 00:00:00+00:00,-1.1279816869091881e-07
2018-06-18 00:00:00+00:00,7.859128687197118e-06
2018-06-19 00:00:00+00:00,-4.521406155417969e-06
2018-06-20 00:00:00+00:00,5.737206736477282e-06
2018-06-21 00:00:00+00:00,-4.981906792985873e-06
2018-06-22 00:00:00+00:00,8.278335769430839e-07
2018-06-24 00:00:00+00:00,-0.0
2018-06-25 00:00:00+00:00,-5.368953825887646e-05
2018-06-26 00:00:00+00:00,-2.174066701502392e-06
2018-06-27 00:00:00+00:00,-4.9177519457716735e-06
2018-06-28 00:00:00+00:00,8.61819703753514e-07
2018-06-29 00:00:00+00:00,5.610283969038497e-06
2018-07-01 00:00:00+00:00,0.0
2018-07-02 00:00:00+00:00,-8.587204403308526e-05
2018-07-03 00:00:00+00:00,6.738479572809684e-06
2018-07-04 00:00:00+00:00,-4.685098668719482e-06
2018-07-05 00:00:00+00:00,2.3040975128708577e-05
2018-07-06 00:00:00+00:00,5.732990182091793e-06
2018-07-08 00:00:00+00:00,0.0
2018-07-09 00:00:00+00:00,7.554067446617594e-05
2018-07-10 00:00:00+00:00,1.1660204818074734e-05
2018-07-11 00:00:00+00:00,-4.108124673637663e-05
2018-07-12 00:00:00+00:00,2.8082998888230654e-05
2018-07-13 00:00:00+00:00,1.3867240564156878e-06
2018-07-15 00:00:00+00:00,0.0
2018-07-16 00:00:00+00:00,-7.91192735972439e-07
2018-07-17 00:00:00+00:00,1.0996483309218606e-05
2018-07-18 00:00:00+00:00,2.795455298514655e-06
2018-07-19 00:00:00+00:00,-1.1161074159497784e-05
2018-07-20 00:00:00+00:00,-6.39981362815681e-06
2018-07-22 00:00:00+00:00,0.0
2018-07-23 00:00:00+00:00,-1.2242470593594236e-05
2018-07-24 00:00:00+00:00,1.2772227677575817e-07
2018-07-25 00:00:00+00:00,3.983431748858009e-05
2018-07-26 00:00:00+00:00,3.043134975048071e-05
2018-07-27 00:00:00+00:00,2.6811689604743693e-06
2018-07-29 00:00:00+00:00,0.0
2018-07-30 00:00:00+00:00,-4.991135489615376e-05
2018-07-31 00:00:00+00:00,-4.51751382228532e-05
2018-08-01 00:00:00+00:00,0.0001443420788774044
2018-08-02 00:00:00+00:00,0.00011877317391723349
2018-08-03 00:00:00+00:00,2.170340323402731e-05
2018-08-06 00:00:00+00:00,5.132428882048603e-05
2018-08-07 00:00:00+00:00,1.4012937470367396e-05
2018-08-08 00:00:00+00:00,1.8430067916971744e-05
2018-08-09 00:00:00+00:00,3.9502113207219995e-05
2018-08-10 00:00:00+00:00,-2.197652899467607e-05
2018-08-13 00:00:00+00:00,7.473138530986134e-06
2018-08-14 00:00:00+00:00,3.362646956865488e-05
2018-08-15 00:00:00+00:00,-5.960361732152069e-05
2018-08-16 00:00:00+00:00,1.6521107793214008e-05
2018-08-17 00:00:00+00:00,7.533774594801397e-07
2018-08-20 00:00:00+00:00,7.417231259173451e-06
2018-08-21 00:00:00+00:00,-1.9362593746030466e-05
2018-08-22 00:00:00+00:00,3.500522204735394e-05
2018-08-23 00:00:00+00:00,-1.7581413692277063e-05
2018-08-24 00:00:00+00:00,4.083687057912568e-05
2018-08-27 00:00:00+00:00,7.225316983533604e-05
2018-08-28 00:00:00+00:00,3.126367686309349e-05
2018-08-29 00:00:00+00:00,5.833470367024715e-05
2018-08-30 00:00:00+00:00,-7.829233524643925e-06
2018-08-31 00:00:00+00:00,1.3941474128026498e-05
2018-09-03 00:00:00+00:00,-6.017294201039518e-06
2018-09-04 00:00:00+00:00,-7.097782367011651e-06
2018-09-05 00:00:00+00:00,-3.3283042955136064e-05
2018-09-06 00:00:00+00:00,-9.771337952302346e-06
2018-09-07 00:00:00+00:00,3.4340788818085033e-06
2018-09-10 00:00:00+00:00,-1.7537415292326429e-07
2018-09-11 00:00:00+00:00,2.576415125727161e-05
2018-09-12 00:00:00+00:00,2.1821793531706863e-05
2018-09-13 00:00:00+00:00,-3.60669851648114e-06
2018-09-14 00:00:00+00:00,9.949661105662192e-06
2018-09-17 00:00:00+00:00,-5.7191224531982113e-05
2018-09-18 00:00:00+00:00,1.6870995535454447e-05
2018-09-19 00:00:00+00:00,-9.693210816522907e-06
2018-09-20 00:00:00+00:00,2.664809517269014e-05
2018-09-21 00:00:00+00:00,-2.184885422423406e-07
2018-09-24 00:00:00+00:00,9.087631970185276e-06
2018-09-25 00:00:00+00:00,1.4133356037625105e-06
2018-09-26 00:00:00+00:00,-2.6857999274974125e-06
2018-09-27 00:00:00+00:00,5.2178505654064634e-05
2018-09-28 00:00:00+00:00,1.8811689238321083e-06
2018-10-01 00:00:00+00:00,0.00010375361666282571
2018-10-02 00:00:00+00:00,-1.504845996704358e-05
2018-10-03 00:00:00+00:00,5.559661096741905e-06
2018-10-04 00:00:00+00:00,-2.3506643785267475e-05
2018-10-05 00:00:00+00:00,-1.2348345179073427e-05
2018-10-07 00:00:00+00:00,0.0
2018-10-08 00:00:00+00:00,-2.0593496061906346e-05
2018-10-09 00:00:00+00:00,-2.7095341016034597e-06
2018-10-10 00:00:00+00:00,-2.14125331113763e-05
2018-10-11 00:00:00+00:00,-3.183620016803129e-05
2018-10-12 00:00:00+00:00,6.808124147423067e-06
2018-10-14 00:00:00+00:00,0.0
2018-10-15 00:00:00+00:00,-4.944980791762899e-06
2018-10-16 00:00:00+00:00,1.864099199601251e-05
2018-10-17 00:00:00+00:00,1.1030493053330424e-06
2018-10-18 00:00:00+00:00,-7.499824912239565e-07
2018-10-19 00:00:00+00:00,-1.617228837447119e-05
2018-10-21 00:00:00+00:00,0.0
2018-10-22 00:00:00+00:00,1.1659721316622556e-05
2018-10-23 00:00:00+00:00,-1.2907117299036193e-06
2018-10-24 00:00:00+00:00,-1.0053958382947718e-06
2018-10-25 00:00:00+00:00,-6.329511547720981e-06
2018-10-26 00:00:00+00:00,-1.6849347488513157e-05
2018-10-28 00:00:00+00:00,0.0
2018-10-29 00:00:00+00:00,2.063744010812215e-05
2018-10-30 00:00:00+00:00,4.7451752634415715e-06
2018-10-31 00:00:00+00:00,-3.989604345508582e-07
2018-11-01 00:00:00+00:00,7.41097450015029e-06
2018-11-02 00:00:00+00:00,3.2863921070644614e-05
2018-11-04 00:00:00+00:00,-7.422491183268378e-06
2018-11-05 00:00:00+00:00,3.932072954061851e-05
2018-11-06 00:00:00+00:00,-1.271301574445673e-05
2018-11-07 00:00:00+00:00,0.00025775108055092776
2018-11-08 00:00:00+00:00,9.361718445050754e-05
2018-11-09 00:00:00+00:00,-5.631363173866107e-05
2018-11-11 00:00:00+00:00,1.3613205626678093e-06
2018-11-12 00:00:00+00:00,-0.00014373695240944818
2018-11-13 00:00:00+00:00,-2.6186597962875327e-05
2018-11-14 00:00:00+00:00,-9.465609030628202e-05
2018-11-15 00:00:00+00:00,1.0603351547700672e-05
2018-11-16 00:00:00+00:00,8.885489233318364e-07
2018-11-18 00:00:00+00:00,-1.5606611833517445e-07
2018-11-19 00:00:00+00:00,-0.00014914436369420003
2018-11-20 00:00:00+00:00,-0.0004830341411733302
2018-11-21 00:00:00+00:00,5.175149211720906e-05
2018-11-22 00:00:00+00:00,-8.185737176590789e-06
2018-11-23 00:00:00+00:00,-6.285198215892936e-06
2018-11-25 00:00:00+00:00,3.605293272346486e-07
2018-11-26 00:00:00+00:00,0.00010245270995557023
2018-11-27 00:00:00+00:00,-3.813962419538289e-05
2018-11-28 00:00:00+00:00,0.0003922816619360891
2018-11-29 00:00:00+00:00,-6.191282451129739e-06
2018-11-30 00:00:00+00:00,9.314916018876697e-05
2018-12-02 00:00:00+00:00,2.370685153393261e-06
2018-12-03 00:00:00+00:00,0.00010229880044690323
2018-12-04 00:00:00+00:00,-8.560836095522962e-05
2018-12-05 00:00:00+00:00,-5.199831498181293e-05
2018-12-06 00:00:00+00:00,-6.078140258954245e-05
2018-12-07 00:00:00+00:00,-8.347536999832563e-05
2018-12-09 00:00:00+00:00,-1.4740883054487263e-06
2018-12-10 00:00:00+00:00,-5.449723840589134e-05
2018-12-11 00:00:00+00:00,9.403797428493876e-05
2018-12-12 00:00:00+00:00,6.413180431647043e-05
2018-12-13 00:00:00+00:00,-2.4586298666162807e-05
2018-12-14 00:00:00+00:00,-0.00022509761170104778
2018-12-16 00:00:00+00:00,1.1405079790961573e-06
2018-12-17 00:00:00+00:00,-0.00014009088762321508
2018-12-18 00:00:00+00:00,-8.746034621374498e-05
2018-12-19 00:00:00+00:00,-3.81733888230931e-05
2018-12-20 00:00:00+00:00,-0.00015333167938714237
2018-12-21 00:00:00+00:00,-0.0002957631315681834
2018-12-23 00:00:00+00:00,1.4078372527013479e-06
2018-12-24 00:00:00+00:00,-0.00015436064891972406
2018-12-25 00:00:00+00:00,0.0
2018-12-26 00:00:00+00:00,0.00048620922114950965
2018-12-27 00:00:00+00:00,-6.554211115493174e-05
2018-12-28 00:00:00+00:00,0.00013162555997234412
2018-12-30 00:00:00+00:00,1.3167261570071995e-06
2018-12-31 00:00:00+00:00,0.00011413138246879167
2019-01-01 00:00:00+00:00,-8.739271280349088e-06
2019-01-02 00:00:00+00:00,-0.00031176036754250756
2019-01-03 00:00:00+00:00,-0.0005484102540309402
2019-01-04 00:00:00+00:00,0.0008466428375906658
2019-01-06 00:00:00+00:00,2.251981828464543e-06
2019-01-07 00:00:00+00:00,0.00019654519382621008
2019-01-08 00:00:00+00:00,0.00017683682645627132
2019-01-09 00:00:00+00:00,5.8426064170974e-05
2019-01-10 00:00:00+00:00,-3.617978835035041e-05
2019-01-11 00:00:00+00:00,6.189420939814909e-05
2019-01-13 00:00:00+00:00,-1.896375263177158e-06
2019-01-14 00:00:00+00:00,-0.00018542518239662498
2019-01-15 00:00:00+00:00,0.00031321248419354734
2019-01-16 00:00:00+00:00,7.219772922915142e-05
2019-01-17 00:00:00+00:00,7.677531388031221e-05
2019-01-18 00:00:00+00:00,0.00019678125624886326
2019-01-20 00:00:00+00:00,-1.0257059374214042e-06
2019-01-21 00:00:00+00:00,2.097296425201815e-05
2019-01-22 00:00:00+00:00,-7.587805288982871e-05
2019-01-23 00:00:00+00:00,6.403635503306859e-05
2019-01-24 00:00:00+00:00,2.2747552027942158e-05
2019-01-25 00:00:00+00:00,0.00012777656969402437
2019-01-27 00:00:00+00:00,-1.139758006352436e-06
2019-01-28 00:00:00+00:00,1.4261132531101498e-06
2019-01-29 00:00:00+00:00,-3.089928244863145e-05
2019-01-30 00:00:00+00:00,0.00018132056110196855
2019-01-31 00:00:00+00:00,0.00020738289460054698
2019-02-01 00:00:00+00:00,0.00027952007770993013
2019-02-03 00:00:00+00:00,-3.88840360025825e-07
2019-02-04 00:00:00+00:00,7.817267742344203e-05
2019-02-05 00:00:00+00:00,0.0002806166750347824
2019-02-06 00:00:00+00:00,-1.5232640072742376e-05
2019-02-07 00:00:00+00:00,8.252754859326368e-05
2019-02-08 00:00:00+00:00,2.5504433535021717e-05
2019-02-10 00:00:00+00:00,1.309283994596113e-06
2019-02-11 00:00:00+00:00,7.303279130291318e-05
2019-02-12 00:00:00+00:00,0.0002079858391117777
2019-02-13 00:00:00+00:00,0.0001358430183487472
2019-02-14 00:00:00+00:00,-7.50132269877419e-05
2019-02-15 00:00:00+00:00,4.296855680004625e-05
2019-02-17 00:00:00+00:00,1.9930257635848683e-07
2019-02-18 00:00:00+00:00,2.608695208407692e-06
2019-02-19 00:00:00+00:00,6.183480191887566e-05
2019-02-20 00:00:00+00:00,6.757760868678241e-05
2019-02-21 00:00:00+00:00,-1.9271551239859042e-05
2019-02-22 00:00:00+00:00,9.369097157962111e-05
2019-02-24 00:00:00+00:00,2.866071989588368e-07
2019-02-25 00:00:00+00:00,1.284987708527412e-05
2019-02-26 00:00:00+00:00,-4.899293216139139e-05
2019-02-27 00:00:00+00:00,2.2575385314274424e-05
2019-02-28 00:00:00+00:00,-6.472644704861115e-05
2019-03-01 00:00:00+00:00,0.00032402749804984443
2019-03-03 00:00:00+00:00,-4.900588475138258e-07
2019-03-04 00:00:00+00:00,-8.476727034404446e-06
2019-03-05 00:00:00+00:00,-1.1352207324952888e-05
2019-03-06 00:00:00+00:00,-3.0436443439736917e-05
2019-03-07 00:00:00+00:00,-2.1349968374465233e-06
2019-03-08 00:00:00+00:00,-2.6172762982866363e-05
2019-03-10 00:00:00+00:00,-3.7661059727062494e-07
2019-03-11 00:00:00+00:00,2.374317940628354e-05
2019-03-12 00:00:00+00:00,2.6981505898165646e-05
2019-03-13 00:00:00+00:00,4.826679752181023e-05
2019-03-14 00:00:00+00:00,1.3240110962285655e-05
2019-03-15 00:00:00+00:00,4.4108029997666133e-05
2019-03-17 00:00:00+00:00,6.490940771359105e-07
2019-03-18 00:00:00+00:00,9.11099581292778e-06
2019-03-19 00:00:00+00:00,7.349353912452133e-05
2019-03-20 00:00:00+00:00,-1.9181276213868247e-05
2019-03-21 00:00:00+00:00,6.638522956311873e-05
2019-03-22 00:00:00+00:00,-0.00010732003230922461
2019-03-24 00:00:00+00:00,8.104341570650001e-07
2019-03-25 00:00:00+00:00,4.9269472841417766e-05
2019-03-26 00:00:00+00:00,2.4239467746793215e-05
2019-03-27 00:00:00+00:00,-6.403083981420619e-06
2019-03-28 00:00:00+00:00,5.368651580005865e-06
2019-03-29 00:00:00+00:00,4.292908738268669e-05
2019-03-31 00:00:00+00:00,-4.182361392570364e-06
2019-04-01 00:00:00+00:00,0.0001667232775174438
2019-04-02 00:00:00+00:00,2.0629088717627932e-05
2019-04-03 00:00:00+00:00,-2.475283146892791e-05
2019-04-04 00:00:00+00:00,1.506644520917433e-05
2019-04-05 00:00:00+00:00,3.8999595803619146e-05
2019-04-07 00:00:00+00:00,2.5457157635870487e-08
2019-04-08 00:00:00+00:00,-7.148264468792229e-06
2019-04-09 00:00:00+00:00,-3.470787080563483e-06
2019-04-10 00:00:00+00:00,5.923157614197272e-06
2019-04-11 00:00:00+00:00,1.2361780268587162e-05
2019-04-12 00:00:00+00:00,-4.336855923703087e-06
2019-04-14 00:00:00+00:00,-5.9093975516154166e-08
2019-04-15 00:00:00+00:00,1.0484475861256454e-05
2019-04-16 00:00:00+00:00,1.2432481400415552e-05
2019-04-17 00:00:00+00:00,-2.7498393684512554e-05
2019-04-18 00:00:00+00:00,1.7259678154314885e-05
2019-04-19 00:00:00+00:00,-7.806333900278626e-07
2019-04-21 00:00:00+00:00,1.2750747762127203e-07
2019-04-22 00:00:00+00:00,0.0
2019-04-23 00:00:00+00:00,1.3017258415305426e-05
2019-04-24 00:00:00+00:00,-3.199600803766097e-06
2019-04-25 00:00:00+00:00,-1.4610661123560772e-06
2019-04-26 00:00:00+00:00,4.454879792231201e-05
2019-04-28 00:00:00+00:00,-4.699252607347088e-09
2019-04-29 00:00:00+00:00,-3.849983903532145e-05
2019-04-30 00:00:00+00:00,8.519162069459663e-08
2019-05-01 00:00:00+00:00,0.0003233597414224809
2019-05-02 00:00:00+00:00,0.00012000584923299201
2019-05-03 00:00:00+00:00,1.2310999418826957e-05
2019-05-05 00:00:00+00:00,0.0
2019-05-06 00:00:00+00:00,-2.0949165706547404e-05
2019-05-07 00:00:00+00:00,1.4116926081376037e-06
2019-05-08 00:00:00+00:00,-4.777479425124294e-06
2019-05-09 00:00:00+00:00,6.249806844677658e-06
2019-05-10 00:00:00+00:00,1.8621399071681096e-05
2019-05-12 00:00:00+00:00,-3.0978591889121395e-06
2019-05-13 00:00:00+00:00,-1.825733033259507e-05
2019-05-14 00:00:00+00:00,2.4979783056972257e-05
2019-05-15 00:00:00+00:00,2.771799789354707e-05
2019-05-16 00:00:00+00:00,3.8196685756230724e-06
2019-05-17 00:00:00+00:00,-8.965243704227402e-06
2019-05-19 00:00:00+00:00,6.000667994745026e-07
2019-05-20 00:00:00+00:00,-2.599465033993483e-05
2019-05-21 00:00:00+00:00,-4.148811999311681e-06
2019-05-22 00:00:00+00:00,4.1908752915801255e-06
2019-05-23 00:00:00+00:00,-2.646392386809816e-05
2019-05-24 00:00:00+00:00,1.0884064283159116e-06
2019-05-26 00:00:00+00:00,0.0
2019-05-27 00:00:00+00:00,1.6126465449791723e-05
2019-05-28 00:00:00+00:00,-0.0
2019-05-29 00:00:00+00:00,-1.3327258488545875e-05
2019-05-30 00:00:00+00:00,-1.0312544104398894e-07
2019-05-31 00:00:00+00:00,-3.651775949413445e-06
2019-06-02 00:00:00+00:00,-4.469734441016124e-07
2019-06-03 00:00:00+00:00,-0.00011106358904578204
2019-06-04 00:00:00+00:00,5.879289319647467e-05
2019-06-05 00:00:00+00:00,4.530331042704107e-06
2019-06-06 00:00:00+00:00,5.937600488259036e-06
2019-06-07 00:00:00+00:00,2.3772702820976986e-05
2019-06-09 00:00:00+00:00,5.975089804441039e-09
2019-06-10 00:00:00+00:00,2.35330549777538e-05
2019-06-11 00:00:00+00:00,9.464184338695554e-06
2019-06-12 00:00:00+00:00,-5.581626886523292e-06
2019-06-13 00:00:00+00:00,7.142074441501651e-06
2019-06-14 00:00:00+00:00,-1.0662145017235258e-06
2019-06-16 00:00:00+00:00,0.0
2019-06-17 00:00:00+00:00,-2.1240126033671494e-06
2019-06-18 00:00:00+00:00,7.688107695676963e-06
2019-06-19 00:00:00+00:00,8.380688501419647e-07
2019-06-20 00:00:00+00:00,4.5167766592910336e-06
2019-06-21 00:00:00+00:00,-5.692131852201112e-06
2019-06-23 00:00:00+00:00,0.0
2019-06-24 00:00:00+00:00,1.0813382106131214e-05
2019-06-25 00:00:00+00:00,-8.232562304319723e-06
2019-06-26 00:00:00+00:00,-3.897987942556287e-07
2019-06-27 00:00:00+00:00,6.872182438961938e-06
2019-06-28 00:00:00+00:00,-2.8039049673558203e-07
2019-06-30 00:00:00+00:00,0.0
2019-07-01 00:00:00+00:00,3.9652450344549046e-05
2019-07-02 00:00:00+00:00,6.306498990017901e-06
2019-07-03 00:00:00+00:00,2.3825062277866656e-06
2019-07-04 00:00:00+00:00,2.8263835834868847e-06
2019-07-05 00:00:00+00:00,-5.899115994408638e-06
2019-07-07 00:00:00+00:00,2.69405625087139e-07
2019-07-08 00:00:00+00:00,-2.0200453771215724e-06
2019-07-09 00:00:00+00:00,-5.376891532754126e-06
2019-07-10 00:00:00+00:00,-3.923616102721558e-06
2019-07-11 00:00:00+00:00,-3.734951871924267e-05
2019-07-12 00:00:00+00:00,1.0470040906402285e-05
2019-07-14 00:00:00+00:00,0.0
2019-07-15 00:00:00+00:00,1.722259090208151e-05
2019-07-16 00:00:00+00:00,0.0
2019-07-17 00:00:00+00:00,-0.0
2019-07-18 00:00:00+00:00,-1.5062933296263022e-06
2019-07-19 00:00:00+00:00,5.291000657541269e-06
2019-07-21 00:00:00+00:00,-0.0
2019-07-22 00:00:00+00:00,-7.906326638836853e-07
2019-07-23 00:00:00+00:00,1.8182807087188676e-05
2019-07-24 00:00:00+00:00,0.0
2019-07-25 00:00:00+00:00,-1.1264213725351277e-07
2019-07-26 00:00:00+00:00,4.848918179647446e-06
2019-07-28 00:00:00+00:00,-0.0
2019-07-29 00:00:00+00:00,-3.782851047148245e-07
2019-07-30 00:00:00+00:00,-1.0677250928090528e-05
2019-07-31 00:00:00+00:00,1.344784398660938e-05
2019-08-01 00:00:00+00:00,0.0
2019-08-02 00:00:00+00:00,-1.793213993069641e-06
2019-08-04 00:00:00+00:00,-1.0364326096345291e-07
2019-08-05 00:00:00+00:00,-4.7099986265251106e-05
2019-08-06 00:00:00+00:00,7.94589400499371e-06
2019-08-07 00:00:00+00:00,0.0
2019-08-08 00:00:00+00:00,1.5980836312664035e-05
2019-08-09 00:00:00+00:00,-4.349401158844803e-06
2019-08-11 00:00:00+00:00,5.796374634612833e-08
2019-08-12 00:00:00+00:00,-1.6177947708602495e-06
