enabled,reference,reference_train_vol,fallback_used,scalar,unclipped_scalar,target_vol,min_leverage,max_leverage,clipped,apply_to_ml
True,bl,0.01587086079844612,False,6.300855465242994,6.300855465242994,0.1,0.25,12.0,False,False
