metric,run_a,run_b,diff
sharpe,1.0361965995299154,1.0361965995299154,0.0
annual_return,0.10387673791171936,0.10387673791171936,0.0
annual_volatility,0.10024809766683701,0.10024809766683701,0.0
max_drawdown,-0.1312560474961253,-0.1312560474961253,0.0
