metric,run_a,run_b,diff
sharpe,1.1937301195130725,1.1937301195130725,0.0
annual_return,0.13331045169298528,0.13331045169298528,0.0
annual_volatility,0.11167553663416248,0.11167553663416248,0.0
max_drawdown,-0.15792646759516754,-0.15792646759516754,0.0
