metric,run_a,run_b,diff
sharpe,0.8429180711719256,0.8429180711719256,0.0
annual_return,0.05916254528357334,0.05916254528357334,0.0
annual_volatility,0.0701877766143019,0.0701877766143019,0.0
max_drawdown,-0.13174903813112612,-0.13174903813112612,0.0
