metric,run_a,run_b,diff
sharpe,0.6263851143159448,1.025608131367861,0.3992230170519163
annual_return,0.06433982717439468,0.10298810071619013,0.03864827354179545
annual_volatility,0.10904349680661991,0.10041661875168066,-0.008626878054939252
max_drawdown,-0.06652179560282157,-0.1365376010545838,-0.07001580545176223
